title,score,critic,summary,score_critic,year
Grand Theft Auto: Chinatown Wars,93,GameSpy,"My highest recommendation: Though I'm done with my review, I'm far from done playing. In spite of my early kneejerk dismissal, I can't get enough of this crazy little unregulated dystopia where you can get heavy assault weapons delivered to your doorstep.",90,17-Mar-09
Grand Theft Auto: Liberty City Stories,88,Game Revolution,"Rockstar deserves props for miraculously cramming this much candy into such a small pouch without ripping a hole in the bottom, and while it doesn’t favorably compare to its older kin, it far outshines other attempts at shrinking GTA.",91,24-Oct-05
Grand Theft Auto: Chinatown Wars,93,Switch Brasil,"No DS owner should be without a copy. And if some moron comes complaining about violence, I'll give violence to him myself! The remaining point is an incentive for Rockstar to keep doing their excellent job, because many other perfect games are sure to come.",99,17-Mar-09
Grand Theft Auto: Liberty City Stories,88,GameCritics,"Perhaps the greatest legacy of Liberty City Stories will be to serve as a cautionary tale. As the power of portables becomes more analogous to home consoles, developers will be well-served to remember that even though the screen may be smaller, it does a great job of magnifying flaws.",65,24-Oct-05
Grand Theft Auto: San Andreas,93,Detroit Free Press,"This is still a four-star title, though definitely not for children. Just don't expect it to be something you can wave in front of your PS2-playing friends' faces.",100,07-Jun-05
Grand Theft Auto: Vice City,95,Into Liquid Sky,On top of the fine sound effects and voice acting is a soundtrack that's beyond amazing.,91,27-Oct-02
Grand Theft Auto: Vice City,95,Yahoo!,"They've managed to improve the game without changing its heart, and provided their millions of fans with a fantastic new experience. GTA: Vice City is a must buy for any adult PS2 owner with a pulse.",100,27-Oct-02
Grand Theft Auto: Chinatown Wars,90,NZGamer,Got a PSP? Awesome! Strike now. This is well worth your time and money. You won't be disappointed. Got both? Get the DS version. Better graphics don't trump the touchscreen.,85,20-Oct-09
Grand Theft Auto: San Andreas,95,Firing Squad,"Play mechanics, the movie-epic plot, the sheer scope of the landscape and the missions—all combine to create the most near-perfect experience that I have ever had with a game.",98,26-Oct-04
Grand Theft Auto: Vice City Stories,86,null,"For those who favour Vice City above all else from GTA's back catalogue, it's the perfect 80's revival: a chance to live in the past, and love it. [Christmas 2006, p.80]",70,31-Oct-06
Grand Theft Auto: Chinatown Wars,90,Vandal,"Although the game could have been further improved, because PSP is a more powerful machine, it retains the excellent gameplay and narrative of the original.",85,20-Oct-09
Grand Theft Auto: San Andreas,95,Game Revolution,"Freedom has always been the GTA hallmark, and in that regard, San Andreas piles on the features to ludicrous proportions. Comparing San Andreas to any other game is like comparing King Kong to the other monkeys; it is the Overgame.",100,26-Oct-04
Grand Theft Auto: Vice City,95,GamerWeb Sony,"Contains a lot more of what people loved about GTA3, along with a dream-come-true soundtrack and voice cast, and over twice as many missions.",94,27-Oct-02
Grand Theft Auto: Chinatown Wars,93,Gaming Target,GTA: Chinatown Wars is a landmark for the DS. It pushes the system to new highs and is an absolute blast to play.,95,17-Mar-09
Grand Theft Auto: San Andreas,93,GameSpot,"With its strong story, well-written dialogue, terrific voice cast, impressive graphics, and extremely entertaining and varied gameplay, Grand Theft Auto: San Andreas is a stupendous thrill ride that shouldn't be missed.",90,07-Jun-05
Grand Theft Auto: Chinatown Wars,90,TotalPlayStation,"An absolute must-own in every sense of the word, Chinatown Wars is a game with the single most important factor in any portable offering: every time you pick it up, there's always something to do. And after that, there's another 20 more.",100,20-Oct-09
Grand Theft Auto: Chinatown Wars,90,Gamestyle,"There is no doubt that Grand Theft Auto: Chinatown Wars is a must-buy for any PSP owner, and is a very welcome port.",90,20-Oct-09
Grand Theft Auto: Vice City,94,PC Format,"Everything here is bigger, better, brighter, faster, longer, sicker, cooler than the series has ever been before (and almost any other game you care to mention).",94,12-May-03
Grand Theft Auto: Chinatown Wars,93,Game Chronicles,"Chinatown Wars not only redefines DS gaming, it will very likely redefine GTA when the next installment hits major consoles.",94,17-Mar-09
Grand Theft Auto: Liberty City Stories,88,Thunderbolt,"The absolute pinnacle of PSP entertainment, with enough variety to appeal to a wide audience and comedy to outsell the legend Bill Hicks himself (well, maybe). Essential purchase? This should be tacked, taped and stapled to the forehead of every single PSP owner out there.",90,24-Oct-05
Grand Theft Auto: Liberty City Stories,88,null,"An amazing technological showcase for the PSP, but makes the biggest series in gaming feel small.  [Jan 2006, p.86]",50,24-Oct-05
Grand Theft Auto: Liberty City Stories,88,WHAM! Gaming,"A sure bet on any platform, GTA on the PSP is the beginning of a portable revolution, setting the bar even higher for any future games that dare challenge it.",90,24-Oct-05
Grand Theft Auto: San Andreas,95,Worth Playing,"I have to subtract a point for what, in my opinion, is a total lack of overall upgrading. While there are hundreds of more things to do in San Andreas, I feel, in my heart of hearts, that the game looks and plays just like its two predecessors.",90,26-Oct-04
Grand Theft Auto: Vice City Stories,86,GameSpot,"Vice City Stories is more like a sidestep for the GTA franchise--it's a great deal of typical GTA fun, but doesn't really move the series forward in any meaningful way.",84,31-Oct-06
Grand Theft Auto: San Andreas,93,null,"A fantastic port of a stellar game. [Aug 2005, p.98]",98,07-Jun-05
Grand Theft Auto: San Andreas,93,Kombo,"It can't quite capture the flavor of the previous two. While nothing could be done with the Xbox version to remedy that, the attempts to add new features to the port like instant replay and custom radio stations fall completely flat.",90,07-Jun-05
Grand Theft Auto: Chinatown Wars,93,null,"Succeeds because, despite its aesthetic differences from the other games in the series, it captures the great GTA feel. [May 2009, p.90]",90,17-Mar-09
Grand Theft Auto: Chinatown Wars,93,Telegraph,"Chinatown Wars isn’t a case of squeezing GTA onto the DS but crafting it around a console that, while not having the power of its home console brethren, has its own uniquely interesting strengths.",100,17-Mar-09
Grand Theft Auto: Chinatown Wars,90,Metro GameCentral,The DS is the definitive version but this still does some things better than the home consoles GTAs.,80,20-Oct-09
Grand Theft Auto IV: The Lost and Damned,90,null,"The dark side of the Liberty City is amusing and you will enjoy every new character in the game. Pity, there are only a few interesting missions in this vast and detailed gaming world.",80,17-Feb-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,GameDaily,"The voice acting continues the Grand Theft Auto trend of excellence, even with weirder characters like Yusuf. (""I seem to have forgotten my pants."") The dialogue is excellent, even if it is laced with enough slurs and profanity to make a senator cringe.",90,29-Oct-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,Totally360,"Fun in spades, slightly easier and quicker to complete than previous episodes but with plenty of new stuff to bring a new sheen to those grubby city streets, The Ballad of Gay Tony is worth the 1600 points it’ll cost you, and if you’ve previously ignored the preceding tale from Liberty City, The Lost and Damned, you can buy both as a handy boxed catch-up package (probably a wise move if your broadband connection is as crappy as mine).",90,29-Oct-09
Grand Theft Auto IV: The Lost and Damned,90,Vandal,"As we said at the beginning of the article, there is not much to discuss. If you liked the original, you must buy this downloadable episode. But if you got tired too soon of GTA IV, you should not.",85,17-Feb-09
Grand Theft Auto: Liberty City Stories,78,G4 TV,"The rest of the Grand Theft Auto series is dirt cheap now, and offers better gameplay in a far more massive world, with vastly superior graphics. So, unless you have absolutely maxed out on all things GTA, it’s unlikely that Liberty City Stories will be anything but a minor curiosity.",40,06-Jun-06
Grand Theft Auto IV: The Lost and Damned,88,Cheat Code Central,The sheer amount of content in The Lost and Damned is truly impressive considering its modest twenty dollar asking price.,94,13-Apr-10
Grand Theft Auto IV: The Lost and Damned,88,Gamekult,"The very relaxed atmosphere, well-written characters and the “Born to be wild” ambiance are the main strengths of this add-on.",70,13-Apr-10
Grand Theft Auto: Vice City 10th Anniversary Edition,80,Telegraph,"It's worth battling through those initial tricky moments with the controls because, as a game, Vice City is still enormously entertaining. Great characters and great stage-setting never lose their lustre and, even ten years on, this is still Grand Theft Auto at its mischievous best.",80,06-Dec-12
Grand Theft Auto IV: The Lost and Damned,90,Gaming Target,"Despite the high price tag, The Lost and Damned actually offers excellent bang for the buck and raises the bar for all DLC add-ons.",90,17-Feb-09
